scenario_id,civilization_type,population_level,environment,round,population,tech_level,stability,happiness,env_degradation,conflict_count
S018,锚点共生文明,小型部落,普通位面,81,36.51,2.2611,1.0,0.8619,0.0,0
S018,锚点共生文明,小型部落,普通位面,91,40.95,2.6058,1.0,0.8681,0.0,0
S018,锚点共生文明,小型部落,普通位面,101,43.13,3.0133,1.0,0.8748,0.0,0
S018,锚点共生文明,小型部落,普通位面,111,52.11,3.4933,1.0,0.8818,0.0,0
S018,锚点共生文明,小型部落,普通位面,121,59.68,4.0577,1.0,0.8891,0.0,0
S018,锚点共生文明,小型部落,普通位面,131,60.8,4.7201,1.0,0.8966,0.0,0
S018,锚点共生文明,小型部落,普通位面,141,69.3,5.4968,1.0,0.9042,0.0,0
S018,锚点共生文明,小型部落,普通位面,151,81.3,6.4068,1.0,0.9118,0.0,0
S018,锚点共生文明,小型部落,普通位面,161,103.89,7.4724,1.0,0.9193,0.0,0
S018,锚点共生文明,小型部落,普通位面,171,124.87,8.7197,1.0,0.9266,0.0,0
S018,锚点共生文明,小型部落,普通位面,181,150.4,10.1793,1.0,0.9337,0.0,0
S018,锚点共生文明,小型部落,普通位面,191,179.5,11.8871,1.0,0.9403,0.0,0
S018,锚点共生文明,小型部落,普通位面,201,215.11,13.885,1.0,0.9466,0.0,0
S018,锚点共生文明,小型部落,普通位面,211,254.77,16.2219,1.0,0.9525,0.0,0
S018,锚点共生文明,小型部落,普通位面,221,305.43,18.9553,1.0,0.9579,0.0,0
S018,锚点共生文明,小型部落,普通位面,231,364.08,22.1521,1.0,0.9629,0.0,0
S018,锚点共生文明,小型部落,普通位面,241,409.36,25.8908,1.0,0.9673,0.0,0
S018,锚点共生文明,小型部落,普通位面,251,479.77,30.263,1.0,0.9714,0.0,0
S018,锚点共生文明,小型部落,普通位面,261,595.15,35.3759,1.0,0.975,0.0,0
S018,锚点共生文明,小型部落,普通位面,271,708.92,41.3549,1.0,0.9782,0.0,0
S018,锚点共生文明,小型部落,普通位面,281,835.48,48.3465,1.0,0.9811,0.0,0
S018,锚点共生文明,小型部落,普通位面,291,975.51,56.522,1.0,0.9836,0.0,0
S018,锚点共生文明,小型部落,普通位面,301,1172.52,66.0818,1.0,0.9858,0.0,0
S018,锚点共生文明,小型部落,普通位面,311,1323.76,77.2601,1.0,0.9877,0.0,0
S018,锚点共生文明,小型部落,普通位面,321,1582.42,90.3309,1.0,0.9894,0.0,0
S018,锚点共生文明,小型部落,普通位面,331,1963.36,105.6143,1.0,0.9909,0.0,0
S018,锚点共生文明,小型部落,普通位面,341,2278.22,123.4848,1.0,0.9921,0.0,0
S018,锚点共生文明,小型部落,普通位面,351,2810.6,144.3803,1.0,0.9932,0.0,0
S018,锚点共生文明,小型部落,普通位面,361,3180.1,168.8126,1.0,0.9942,0.0,0
S018,锚点共生文明,小型部落,普通位面,371,4097.88,197.3803,1.0,0.995,0.0,0
S018,锚点共生文明,小型部落,普通位面,381,4885.06,230.7833,1.0,0.9957,0.0,0
S018,锚点共生文明,小型部落,普通位面,391,5234.82,269.84,1.0,0.9963,0.0,0
S018,锚点共生文明,小型部落,普通位面,401,6454.33,315.507,1.0,0.9968,0.0,0
S018,锚点共生文明,小型部落,普通位面,411,7341.51,368.9033,1.0,0.9973,0.0,0
S018,锚点共生文明,小型部落,普通位面,421,7970.59,431.3369,1.0,0.9977,0.0,0
S018,锚点共生文明,小型部落,普通位面,431,9188.52,504.3372,1.0,0.998,0.0,0
S018,锚点共生文明,小型部落,普通位面,441,7805.73,588.8431,0.9797,0.6818,0.0,0
S018,锚点共生文明,小型部落,普通位面,451,5129.96,680.1004,0.9677,0.6432,0.0,0
S018,锚点共生文明,小型部落,普通位面,461,3339.16,786.2188,0.9686,0.6408,0.0,0
S018,锚点共生文明,小型部落,普通位面,471,2271.22,909.3067,1.0,0.6475,0.0,0
S018,锚点共生文明,小型部落,普通位面,481,1514.79,1052.7193,0.9809,0.6443,0.0,0
S018,锚点共生文明,小型部落,普通位面,491,993.97,1219.2286,0.9873,0.6448,0.0,0
S019,锚点共生文明,小型部落,富饶位面,1,10.08,1.0037,0.6963,0.4845,0.0,0
S019,锚点共生文明,小型部落,富饶位面,11,11.99,1.0534,1.0,0.8337,0.0,0
S019,锚点共生文明,小型部落,富饶位面,21,14.79,1.129,1.0,0.8367,0.0,0
S019,锚点共生文明,小型部落,富饶位面,31,18.89,1.232,1.0,0.8393,0.0,0
S019,锚点共生文明,小型部落,富饶位面,41,23.5,1.3649,1.0,0.8426,0.0,0
S019,锚点共生文明,小型部落,富饶位面,51,28.16,1.5307,1.0,0.8466,0.0,0
S019,锚点共生文明,小型部落,富饶位面,61,35.15,1.7334,1.0,0.8512,0.0,0
S019,锚点共生文明,小型部落,富饶位面,71,44.12,1.9777,1.0,0.8563,0.0,0
S019,锚点共生文明,小型部落,富饶位面,81,51.49,2.2696,1.0,0.862,0.0,0
S019,锚点共生文明,小型部落,富饶位面,91,60.8,2.616,1.0,0.8683,0.0,0
S019,锚点共生文明,小型部落,富饶位面,101,77.21,3.0254,1.0,0.8749,0.0,0
S019,锚点共生文明,小型部落,富饶位面,111,92.93,3.5076,1.0,0.882,0.0,0
S019,锚点共生文明,小型部落,富饶位面,121,100.18,4.0746,1.0,0.8893,0.0,0
S019,锚点共生文明,小型部落,富饶位面,131,122.5,4.74,1.0,0.8968,0.0,0
S019,锚点共生文明,小型部落,富饶位面,141,153.79,5.5202,1.0,0.9044,0.0,0
S019,锚点共生文明,小型部落,富饶位面,151,173.13,6.4342,1.0,0.912,0.0,0
S019,锚点共生文明,小型部落,富饶位面,161,195.08,7.5045,1.0,0.9195,0.0,0
S019,锚点共生文明,小型部落,富饶位面,171,209.56,8.7574,1.0,0.9268,0.0,0
S019,锚点共生文明,小型部落,富饶位面,181,245.27,10.2234,1.0,0.9339,0.0,0
S019,锚点共生文明,小型部落,富饶位面,191,305.35,11.9388,1.0,0.9405,0.0,0
S019,锚点共生文明,小型部落,富饶位面,201,354.27,13.9454,1.0,0.9468,0.0,0
S019,锚点共生文明,小型部落,富饶位面,211,405.18,16.2926,1.0,0.9527,0.0,0
S019,锚点共生文明,小型部落,富饶位面,221,504.43,19.0379,1.0,0.9581,0.0,0
S019,锚点共生文明,小型部落,富饶位面,231,583.87,22.2488,1.0,0.963,0.0,0
S019,锚点共生文明,小型部落,富饶位面,241,689.1,26.0039,1.0,0.9675,0.0,0
S019,锚点共生文明,小型部落,富饶位面,251,861.88,30.3952,1.0,0.9715,0.0,0
S019,锚点共生文明,小型部落,富饶位面,261,1029.77,35.5306,1.0,0.9751,0.0,0
S019,锚点共生文明,小型部落,富饶位面,271,1188.65,41.5358,1.0,0.9783,0.0,0
S019,锚点共生文明,小型部落,富饶位面,281,1413.28,48.558,1.0,0.9811,0.0,0
S019,锚点共生文明,小型部落,富饶位面,291,1679.36,56.7693,1.0,0.9837,0.0,0
S019,锚点共生文明,小型部落,富饶位面,301,1891.31,66.371,1.0,0.9859,0.0,0
S019,锚点共生文明,小型部落,富饶位面,311,2198.83,77.5983,1.0,0.9878,0.0,0
S019,锚点共生文明,小型部落,富饶位面,321,2724.8,90.7263,1.0,0.9894,0.0,0
S019,锚点共生文明,小型部落,富饶位面,331,3255.28,106.0767,1.0,0.9909,0.0,0
S019,锚点共生文明,小型部落,富饶位面,341,4037.7,124.0254,1.0,0.9922,0.0,0
S019,锚点共生文明,小型部落,富饶位面,351,4527.41,145.0124,1.0,0.9933,0.0,0
S019,锚点共生文明,小型部落,富饶位面,361,5536.81,169.5517,1.0,0.9942,0.0,0
S019,锚点共生文明,小型部落,富饶位面,371,6648.45,198.2446,1.0,0.995,0.0,0
S019,锚点共生文明,小型部落,富饶位面,381,8466.38,231.7939,1.0,0.9957,0.0,0
S019,锚点共生文明,小型部落,富饶位面,391,10224.42,271.0216,1.0,0.9963,0.0,0
S019,锚点共生文明,小型部落,富饶位面,401,12542.09,316.8886,1.0,0.9969,0.0,0
S019,锚点共生文明,小型部落,富饶位面,411,15214.56,370.5187,1.0,0.9973,0.0,0
S019,锚点共生文明,小型部落,富饶位面,421,18330.09,433.2257,1.0,0.9977,0.0,0
S019,锚点共生文明,小型部落,富饶位面,431,23392.88,506.5457,1.0,0.998,0.0,0
S019,锚点共生文明,小型部落,富饶位面,441,25796.47,592.275,1.0,0.9983,0.0,0
S019,锚点共生文明,小型部落,富饶位面,451,26385.08,692.5138,1.0,0.9986,0.0,0
S019,锚点共生文明,小型部落,富饶位面,461,29191.76,809.7178,1.0,0.9988,0.0,0
S019,锚点共生文明,小型部落,富饶位面,471,29414.9,946.758,1.0,0.9989,0.0,0
S019,锚点共生文明,小型部落,富饶位面,481,30717.12,1106.9919,1.0,0.9991,0.0,0
S019,锚点共生文明,小型部落,富饶位面,491,21339.4,1282.9017,0.9926,0.6467,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,1,10.24,1.0037,0.709,0.4864,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,11,10.67,1.053,0.9739,0.8236,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,21,11.86,1.1274,1.0,0.8366,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,31,13.09,1.2293,1.0,0.8393,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,41,14.31,1.361,1.0,0.8426,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,51,14.38,1.5255,1.0,0.8465,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,61,13.95,1.7267,1.0,0.851,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,71,14.01,1.9695,1.0,0.8562,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,81,14.49,2.2596,1.0,0.8619,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,91,14.85,2.604,1.0,0.8681,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,101,14.66,3.0111,1.0,0.8747,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,111,15.93,3.4907,1.0,0.8817,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,121,16.19,4.0546,1.0,0.8891,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,131,17.28,4.7164,1.0,0.8966,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,141,16.27,5.4925,1.0,0.9042,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,151,17.6,6.4017,1.0,0.9118,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,161,17.76,7.4664,1.0,0.9193,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,171,17.21,8.7127,1.0,0.9266,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,181,18.71,10.1711,1.0,0.9336,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,191,19.28,11.8775,1.0,0.9403,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,201,20.4,13.8738,1.0,0.9466,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,211,21.84,16.2088,1.0,0.9525,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,221,22.35,18.9399,1.0,0.9579,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,231,24.48,22.1341,1.0,0.9628,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,241,24.84,25.8697,1.0,0.9673,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,251,27.4,30.2384,1.0,0.9714,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,261,30.31,35.3471,1.0,0.975,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,271,31.39,41.3212,1.0,0.9782,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,281,33.18,48.3071,1.0,0.9811,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,291,32.24,56.4759,1.0,0.9836,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,301,33.93,66.028,1.0,0.9858,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,311,34.39,77.1972,1.0,0.9877,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,321,35.94,90.2573,1.0,0.9894,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,331,40.19,105.5282,1.0,0.9909,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,341,39.47,123.3842,1.0,0.9921,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,351,42.29,144.2626,1.0,0.9932,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,361,48.0,168.675,1.0,0.9942,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,371,51.14,197.2194,1.0,0.995,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,381,53.13,230.5952,1.0,0.9957,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,391,57.74,269.62,1.0,0.9963,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,401,58.64,315.2498,1.0,0.9968,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,411,60.76,368.6025,1.0,0.9973,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,421,67.9,430.9852,1.0,0.9977,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,431,68.01,503.9261,1.0,0.998,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,441,65.47,589.212,1.0,0.9983,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,451,39.44,682.9956,0.933,0.6324,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,461,24.09,787.9117,0.8882,0.6216,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,471,13.69,907.691,0.7924,0.5988,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,481,7.68,1042.5467,0.6871,0.5733,0.0,0
S020,锚点共生文明,小型部落,灾厄位面,491,4.63,1192.2675,0.6333,0.5581,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,1,102.4,3.0112,0.709,0.5115,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,11,130.5,3.1626,1.0,0.8768,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,21,160.36,3.393,1.0,0.8806,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,31,205.32,3.7069,1.0,0.8848,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,41,252.49,4.1117,1.0,0.8899,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,51,299.46,4.617,1.0,0.8956,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,61,381.84,5.2351,1.0,0.9019,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,71,478.79,5.9808,1.0,0.9085,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,81,593.81,6.8723,1.0,0.9153,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,91,739.19,7.9314,1.0,0.9222,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,101,943.51,9.1839,1.0,0.929,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,111,1124.27,10.6606,1.0,0.9357,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,121,1328.39,12.3976,1.0,0.9421,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,131,1528.9,14.4375,1.0,0.9482,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,141,1875.23,16.8303,1.0,0.9538,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,151,1974.35,19.6347,1.0,0.9591,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,161,2084.04,22.9193,1.0,0.9639,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,171,2056.46,26.7649,1.0,0.9682,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,181,2087.38,31.2656,1.0,0.9722,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,191,2134.49,36.5317,1.0,0.9757,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,201,2321.56,42.6923,1.0,0.9788,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,211,2185.71,49.8984,1.0,0.9816,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,221,2222.41,58.3266,1.0,0.9841,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,231,2394.91,68.1833,1.0,0.9862,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,241,2462.72,79.7101,1.0,0.9881,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,251,2693.67,93.1894,1.0,0.9897,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,261,2913.29,108.9515,1.0,0.9911,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,271,3099.79,127.3825,1.0,0.9924,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,281,3269.31,148.9339,1.0,0.9934,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,291,3548.63,174.1338,1.0,0.9944,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,301,3853.82,203.5995,1.0,0.9952,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,311,3973.29,238.0528,1.0,0.9958,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,321,3851.22,278.3379,1.0,0.9964,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,331,3618.47,324.705,1.0,0.6685,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,341,2432.66,374.9464,1.0,0.6472,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,351,1680.24,433.5134,1.0,0.6476,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,361,1091.71,501.7514,0.9779,0.6445,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,371,780.23,581.1983,1.0,0.6483,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,381,575.36,673.7216,1.0,0.6485,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,391,424.28,781.385,1.0,0.6487,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,401,289.53,906.5653,0.9815,0.6445,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,411,194.09,1051.93,0.9752,0.643,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,421,137.69,1220.6327,1.0,0.6491,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,431,98.46,1416.7862,1.0,0.6492,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,441,67.45,1644.4994,1.0,0.6489,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,451,49.74,1909.0501,1.0,0.6495,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,461,34.38,2216.4317,0.9892,0.6466,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,471,23.68,2573.0356,1.0,0.6493,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,481,15.92,2987.1144,0.9791,0.6444,0.0,0
S021,锚点共生文明,城邦文明,贫瘠位面,491,11.74,3467.6553,1.0,0.6497,0.0,0
S022,锚点共生文明,城邦文明,普通位面,1,102.28,3.0112,0.709,0.5115,0.0,0
S022,锚点共生文明,城邦文明,普通位面,11,125.79,3.1624,1.0,0.8768,0.0,0
S022,锚点共生文明,城邦文明,普通位面,21,141.28,3.3923,1.0,0.8806,0.0,0
S022,锚点共生文明,城邦文明,普通位面,31,162.59,3.7058,1.0,0.8848,0.0,0
S022,锚点共生文明,城邦文明,普通位面,41,195.09,4.1102,1.0,0.8899,0.0,0
S022,锚点共生文明,城邦文明,普通位面,51,216.76,4.615,1.0,0.8956,0.0,0
S022,锚点共生文明,城邦文明,普通位面,61,270.42,5.2326,1.0,0.9018,0.0,0
S022,锚点共生文明,城邦文明,普通位面,71,281.55,5.9777,1.0,0.9085,0.0,0
S022,锚点共生文明,城邦文明,普通位面,81,344.41,6.8685,1.0,0.9153,0.0,0
S022,锚点共生文明,城邦文明,普通位面,91,346.3,7.9269,1.0,0.9222,0.0,0
S022,锚点共生文明,城邦文明,普通位面,101,404.72,9.1785,1.0,0.929,0.0,0
S022,锚点共生文明,城邦文明,普通位面,111,466.5,10.6542,1.0,0.9357,0.0,0
S022,锚点共生文明,城邦文明,普通位面,121,580.5,12.3901,1.0,0.9421,0.0,0
S022,锚点共生文明,城邦文明,普通位面,131,669.58,14.4286,1.0,0.9481,0.0,0
S022,锚点共生文明,城邦文明,普通位面,141,787.43,16.8199,1.0,0.9538,0.0,0
S022,锚点共生文明,城邦文明,普通位面,151,862.7,19.6224,1.0,0.9591,0.0,0
S022,锚点共生文明,城邦文明,普通位面,161,1016.71,22.905,1.0,0.9639,0.0,0
S022,锚点共生文明,城邦文明,普通位面,171,1129.78,26.7481,1.0,0.9682,0.0,0
S022,锚点共生文明,城邦文明,普通位面,181,1198.46,31.2459,1.0,0.9722,0.0,0
S022,锚点共生文明,城邦文明,普通位面,191,1453.89,36.5087,1.0,0.9757,0.0,0
S022,锚点共生文明,城邦文明,普通位面,201,1802.4,42.6654,1.0,0.9788,0.0,0
S022,锚点共生文明,城邦文明,普通位面,211,2080.61,49.8669,1.0,0.9816,0.0,0
S022,锚点共生文明,城邦文明,普通位面,221,2512.71,58.2897,1.0,0.984,0.0,0
S022,锚点共生文明,城邦文明,普通位面,231,2866.2,68.1402,1.0,0.9862,0.0,0
S022,锚点共生文明,城邦文明,普通位面,241,3206.39,79.6597,1.0,0.9881,0.0,0
S022,锚点共生文明,城邦文明,普通位面,251,3316.73,93.1305,1.0,0.9897,0.0,0
S022,锚点共生文明,城邦文明,普通位面,261,3927.45,108.8826,1.0,0.9911,0.0,0
S022,锚点共生文明,城邦文明,普通位面,271,4519.58,127.3019,1.0,0.9924,0.0,0
S022,锚点共生文明,城邦文明,普通位面,281,5041.1,148.8397,1.0,0.9934,0.0,0
S022,锚点共生文明,城邦文明,普通位面,291,5811.45,174.0237,1.0,0.9944,0.0,0
S022,锚点共生文明,城邦文明,普通位面,301,6181.64,203.4707,1.0,0.9952,0.0,0
S022,锚点共生文明,城邦文明,普通位面,311,7451.71,237.9023,1.0,0.9958,0.0,0
S022,锚点共生文明,城邦文明,普通位面,321,8466.54,278.1619,1.0,0.9964,0.0,0
S022,锚点共生文明,城邦文明,普通位面,331,8654.51,325.2359,1.0,0.9969,0.0,0
S022,锚点共生文明,城邦文明,普通位面,341,8868.22,380.2773,1.0,0.9974,0.0,0
S022,锚点共生文明,城邦文明,普通位面,351,9252.8,444.6348,1.0,0.9978,0.0,0
S022,锚点共生文明,城邦文明,普通位面,361,9629.41,519.8848,1.0,0.9981,0.0,0
S022,锚点共生文明,城邦文明,普通位面,371,9196.88,607.8709,1.0,0.9984,0.0,0
S022,锚点共生文明,城邦文明,普通位面,381,8767.99,710.7485,1.0,0.8271,0.0,0
S022,锚点共生文明,城邦文明,普通位面,391,5559.86,821.0595,0.9733,0.6407,0.0,0
S022,锚点共生文明,城邦文明,普通位面,401,3693.78,948.3449,0.9888,0.6455,0.0,0
S022,锚点共生文明,城邦文明,普通位面,411,2507.72,1096.7278,0.9946,0.6482,0.0,0
S022,锚点共生文明,城邦文明,普通位面,421,1670.11,1269.6294,0.9846,0.6454,0.0,0
S022,锚点共生文明,城邦文明,普通位面,431,1021.69,1469.5304,0.9416,0.6338,0.0,0
S022,锚点共生文明,城邦文明,普通位面,441,672.21,1700.0871,0.9503,0.6374,0.0,0
S022,锚点共生文明,城邦文明,普通位面,451,428.41,1966.8097,0.9359,0.6357,0.0,0
S022,锚点共生文明,城邦文明,普通位面,461,286.45,2274.5488,0.9559,0.6379,0.0,0
S022,锚点共生文明,城邦文明,普通位面,471,196.03,2631.5724,0.9923,0.6464,0.0,0
S022,锚点共生文明,城邦文明,普通位面,481,121.55,3046.8869,0.941,0.6366,0.0,0
S022,锚点共生文明,城邦文明,普通位面,491,88.05,3528.0953,1.0,0.6496,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,1,102.48,3.0112,0.709,0.5115,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,11,124.09,3.162,1.0,0.8765,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,21,151.24,3.3913,1.0,0.8806,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,31,194.58,3.7042,1.0,0.8848,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,41,238.03,4.1079,1.0,0.8898,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,51,263.44,4.6121,1.0,0.8956,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,61,327.51,5.2288,1.0,0.9018,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,71,396.24,5.973,1.0,0.9084,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,81,487.74,6.8629,1.0,0.9152,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,91,584.97,7.9201,1.0,0.9221,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,101,686.67,9.1704,1.0,0.929,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,111,845.8,10.6446,1.0,0.9356,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,121,1034.57,12.3787,1.0,0.942,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,131,1238.34,14.4153,1.0,0.9481,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,141,1493.14,16.8042,1.0,0.9538,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,151,1759.3,19.604,1.0,0.959,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,161,2094.67,22.8835,1.0,0.9638,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,171,2540.06,26.7228,1.0,0.9682,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,181,3085.69,31.2163,1.0,0.9721,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,191,3949.43,36.4741,1.0,0.9757,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,201,4759.51,42.6249,1.0,0.9788,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,211,6074.82,49.8195,1.0,0.9816,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,221,7216.32,58.2343,1.0,0.984,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,231,8156.06,68.0753,1.0,0.9862,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,241,10416.8,79.5839,1.0,0.9881,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,251,12766.64,93.0418,1.0,0.9897,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,261,15081.75,108.7788,1.0,0.9911,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,271,17894.04,127.1806,1.0,0.9924,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,281,21806.78,148.6978,1.0,0.9934,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,291,23018.96,173.8577,1.0,0.9944,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,301,24360.76,203.2767,1.0,0.9951,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,311,25698.69,237.6754,1.0,0.9958,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,321,26338.37,277.8966,1.0,0.9964,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,331,29061.37,324.9257,1.0,0.9969,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,341,30423.73,379.9146,1.0,0.9974,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,351,29984.38,444.2107,1.0,0.9978,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,361,30573.16,519.3889,1.0,0.9981,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,371,32163.03,607.2911,1.0,0.9983,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,381,33418.77,710.0706,1.0,0.9986,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,391,36851.81,830.2453,1.0,0.9988,0.0,0
S023,锚点共生文明,城邦文明,富饶位面,401,40742.29,970.7593,1.0,0.999,0.0,0
