scenario_id,civilization_type,population_level,initial_population,environment,resource_abundance,disaster_freq,round,population,resources,tech_level,stability,happiness,conflict_count,env_degradation,military_power,knowledge,per_capita_resource,carrying_capacity,alive
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,192,7363.66,10306808.66,74.4423,1.0,0.9873,0,0.0,17021.43,4798.77,1399.6858,14565.89,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,193,7440.41,10401208.0,75.6118,1.0,0.9875,0,0.0,17302.8,4874.38,1397.9345,14592.82,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,194,7427.87,10496251.11,76.7999,1.0,0.9877,0,0.0,17593.73,4951.18,1413.0895,14619.75,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,195,7503.44,10590784.25,78.0067,1.0,0.9878,0,0.0,17886.6,5029.19,1411.4581,14646.68,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,196,7584.89,10685915.2,79.2327,1.0,0.988,0,0.0,18189.22,5108.42,1408.8425,14673.63,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,197,7665.28,10781700.31,80.4779,1.0,0.9882,0,0.0,18502.25,5188.9,1406.5633,14700.58,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,198,7735.81,10878107.0,81.7429,1.0,0.9884,0,0.0,18825.75,5270.64,1406.2018,14727.54,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,199,7466.72,10974992.18,83.0278,1.0,0.9885,0,0.0,19158.94,5353.67,1469.8547,14754.51,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,200,7331.47,11068101.76,84.3331,1.0,0.9887,0,0.0,19470.37,5438.0,1509.6694,14781.48,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,201,7201.83,11159115.66,85.6589,1.0,0.9889,0,0.0,19772.56,5523.66,1549.4833,14808.47,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,202,7243.68,11248107.13,87.0057,1.0,0.989,0,0.0,20066.03,5610.67,1552.8162,14835.45,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,203,7348.74,11337189.04,88.3738,1.0,0.9892,0,0.0,20367.39,5699.04,1542.7383,14862.45,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,204,7536.12,11427118.45,89.7635,1.0,0.9893,0,0.0,20682.97,5788.8,1516.3139,14889.45,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,205,7616.08,11518872.78,91.1751,1.0,0.9895,0,0.0,21021.14,5879.98,1512.4409,14916.46,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,206,7699.63,11611115.26,92.609,1.0,0.9897,0,0.0,21371.27,5972.59,1508.01,14943.47,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,207,7614.64,11703866.04,94.0656,1.0,0.9898,0,0.0,21733.9,6066.65,1537.0208,14970.49,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,208,7696.94,11795082.24,95.5451,1.0,0.99,0,0.0,22091.64,6162.2,1532.4388,14997.52,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,209,7698.23,11886754.61,97.048,1.0,0.9901,0,0.0,22462.18,6259.25,1544.0902,15024.55,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,210,7547.93,11977899.26,98.5747,1.0,0.9902,0,0.0,22837.02,6357.82,1586.9119,15051.59,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,211,7548.25,12066718.6,100.1254,1.0,0.9904,0,0.0,23199.79,6457.95,1598.612,15078.63,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,212,7623.57,12154982.22,101.7006,1.0,0.9905,0,0.0,23567.05,6559.65,1594.3944,15105.68,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,213,7412.1,12243547.67,103.3007,1.0,0.9907,0,0.0,23947.27,6662.95,1651.8317,15132.74,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,214,7228.19,12329079.76,104.9261,1.0,0.9908,0,0.0,24308.12,6767.88,1705.6929,15159.8,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,215,7420.02,12411913.63,106.5771,1.0,0.9909,0,0.0,24652.67,6874.45,1672.7603,15186.86,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,216,7382.99,12496340.3,108.2541,1.0,0.9911,0,0.0,25024.62,6982.71,1692.5864,15213.93,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,217,7293.37,12579728.74,109.9576,1.0,0.9912,0,0.0,25397.19,7092.66,1724.8179,15241.01,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,218,7209.89,12661481.21,111.688,1.0,0.9913,0,0.0,25764.14,7204.35,1756.1266,15268.09,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,219,7380.36,12741666.88,113.4457,1.0,0.9915,0,0.0,26126.22,7317.8,1726.4286,15295.18,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,220,7566.15,12823087.36,115.2311,1.0,0.9916,0,0.0,26514.77,7433.03,1694.7972,15322.27,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,221,7485.91,12905864.05,117.0448,1.0,0.9917,0,0.0,26931.99,7550.07,1724.0219,15349.36,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,222,7686.75,12987061.03,118.887,1.0,0.9918,0,0.0,27344.39,7668.96,1689.5388,15376.46,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,223,7892.78,13069699.39,120.7583,1.0,0.992,0,0.0,27788.23,7789.72,1655.9059,15403.57,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,224,7807.37,13153778.74,122.6591,1.0,0.9921,0,0.0,28264.51,7912.38,1684.7907,15430.67,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,225,7570.18,13236165.37,124.5899,1.0,0.9922,0,0.0,28734.94,8036.97,1748.4608,15457.79,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,226,7745.22,13315273.06,126.5512,1.0,0.9923,0,0.0,29179.11,8163.52,1719.1603,15484.91,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,227,7818.16,13395398.26,128.5434,1.0,0.9924,0,0.0,29653.15,8292.06,1713.3689,15512.03,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,228,7893.5,13475440.7,130.567,1.0,0.9925,0,0.0,30143.24,8422.63,1707.1568,15539.15,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,229,7978.16,13555390.44,132.6225,1.0,0.9927,0,0.0,30649.94,8555.25,1699.0626,15566.28,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,230,7900.05,13635305.36,134.7105,1.0,0.9928,0,0.0,31174.8,8689.96,1725.9782,15593.42,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,231,7980.86,13713535.1,136.8314,1.0,0.9929,0,0.0,31694.53,8826.79,1718.3028,15620.55,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,232,8057.22,13791633.48,138.9858,1.0,0.993,0,0.0,32232.48,8965.78,1711.7113,15647.7,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,233,8134.67,13869518.37,141.1741,1.0,0.9931,0,0.0,32788.24,9106.95,1704.9875,15674.84,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,234,7891.59,13947161.35,143.397,1.0,0.9932,0,0.0,33362.23,9250.35,1767.3452,15701.99,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,235,7809.14,14021502.74,145.6549,1.0,0.9933,0,0.0,33905.53,9396.01,1795.5254,15729.14,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,236,8015.72,14094075.76,147.9484,1.0,0.9934,0,0.0,34442.95,9543.95,1758.3048,15756.3,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,237,7918.9,14167529.36,150.2781,1.0,0.9935,0,0.0,35020.16,9694.23,1789.0773,15783.46,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,238,7997.99,14239047.65,152.6446,1.0,0.9936,0,0.0,35588.98,9846.88,1780.3273,15810.62,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,239,8077.97,14310199.65,155.0483,1.0,0.9937,0,0.0,36178.03,10001.93,1771.5105,15837.79,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,240,8157.28,14380949.12,157.49,1.0,0.9938,0,0.0,36787.73,10159.42,1762.9586,15864.96,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,241,8244.33,14451245.22,159.9701,1.0,0.9939,0,0.0,37418.24,10319.39,1752.87,15892.13,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,242,8323.9,14521107.43,162.4894,1.0,0.994,0,0.0,38071.16,10481.87,1744.5076,15919.31,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,243,8401.41,14590424.01,165.0484,1.0,0.9941,0,0.0,38745.52,10646.92,1736.6631,15946.49,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,244,8261.85,14659129.85,167.6478,1.0,0.9941,0,0.0,39441.27,10814.57,1774.3166,15973.67,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,245,8345.87,14725434.0,170.2881,1.0,0.9942,0,0.0,40120.14,10984.86,1764.3979,16000.86,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,246,8429.93,14791113.72,172.9701,1.0,0.9943,0,0.0,40822.4,11157.83,1754.5956,16028.05,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,247,8520.3,14856116.84,175.6944,1.0,0.9944,0,0.0,41548.38,11333.52,1743.6137,16055.24,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,248,8434.74,14920437.39,178.4616,1.0,0.9945,0,0.0,42299.58,11511.99,1768.9274,16082.43,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,249,8522.93,14982719.28,181.2724,1.0,0.9946,0,0.0,43043.21,11693.26,1757.9312,16109.63,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,250,8612.99,15044217.21,184.1276,1.0,0.9947,0,0.0,43812.55,11877.39,1746.689,16136.83,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,251,8692.0,15104886.12,187.0278,1.0,0.9947,0,0.0,44608.32,12064.41,1737.7927,16164.03,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,252,8385.92,15164589.74,189.9737,1.0,0.9948,0,0.0,45428.72,12254.39,1808.3388,16191.24,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,253,8464.35,15220694.1,192.9661,1.0,0.9949,0,0.0,46197.11,12447.35,1798.2114,16218.45,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,254,8436.05,15275782.82,196.0056,1.0,0.995,0,0.0,46991.14,12643.36,1810.7736,16245.66,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,255,8522.81,15329122.33,199.0931,1.0,0.995,0,0.0,47789.19,12842.45,1798.5995,16272.87,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,256,8607.81,15381398.67,202.2292,1.0,0.9951,0,0.0,48615.47,13044.68,1786.9115,16300.09,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,257,8699.49,15432537.19,205.4148,1.0,0.9952,0,0.0,49469.99,13250.1,1773.959,16327.3,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,258,8792.99,15482511.29,208.6505,1.0,0.9953,0,0.0,50354.59,13458.75,1760.7792,16354.52,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,259,8877.32,15531261.95,211.9374,1.0,0.9953,0,0.0,51270.09,13670.68,1749.545,16381.75,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,260,8970.21,15578668.8,215.276,1.0,0.9954,0,0.0,52214.89,13885.96,1736.711,16408.97,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,261,8822.97,15624706.61,218.6672,1.0,0.9955,0,0.0,53191.37,14104.63,1770.912,16436.2,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,262,8907.64,15668119.41,222.1119,1.0,0.9956,0,0.0,54145.07,14326.74,1758.952,16463.43,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,263,8988.79,15710025.9,225.611,1.0,0.9956,0,0.0,55129.73,14552.35,1747.7353,16490.66,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,264,9072.19,15750337.11,229.1651,1.0,0.9957,0,0.0,56145.0,14781.51,1736.1114,16517.89,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,265,8987.69,15788989.47,232.7753,1.0,0.9958,0,0.0,57191.85,15014.29,1756.7354,16545.13,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,266,8849.04,15825230.12,236.4424,1.0,0.9958,0,0.0,58230.0,15250.73,1788.3564,16572.37,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,267,8946.01,15858853.91,240.1674,1.0,0.9959,0,0.0,59246.18,15490.9,1772.7301,16599.61,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,268,9033.07,15890727.09,243.951,1.0,0.9959,0,0.0,60299.25,15734.85,1759.1717,16626.85,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,269,9008.95,15920731.02,247.7943,1.0,0.996,0,0.0,61387.23,15982.64,1767.2129,16654.1,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,270,8808.89,15948440.92,251.6981,1.0,0.9961,0,0.0,62481.94,16234.34,1810.4929,16681.34,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,271,8888.25,15973330.75,255.6635,1.0,0.9961,0,0.0,63537.57,16490.01,1797.1287,16708.59,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,272,8979.8,15996179.21,259.6914,1.0,0.9962,0,0.0,64628.1,16749.7,1781.3517,16735.84,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,273,9072.59,16016932.01,263.7828,1.0,0.9962,0,0.0,65757.32,17013.48,1765.4196,16763.09,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,274,9161.7,16035500.99,267.9387,1.0,0.9963,0,0.0,66926.09,17281.42,1750.2766,16790.35,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,275,9255.02,16051786.24,272.1601,1.0,0.9964,0,0.0,68133.96,17553.58,1734.3878,16817.6,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,276,9346.72,16065700.7,276.448,1.0,0.9964,0,0.0,69382.67,17830.03,1718.86,16844.86,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,277,9444.35,16077144.61,280.8036,1.0,0.9965,0,0.0,70672.37,18110.83,1702.3029,16872.12,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,278,9540.68,16086024.54,285.2277,1.0,0.9965,0,0.0,72005.37,18396.06,1686.0453,16899.38,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,279,9627.51,16092235.06,289.7216,1.0,0.9966,0,0.0,73381.94,18685.78,1671.4841,16926.64,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,280,9724.61,16095666.66,294.2864,1.0,0.9966,0,0.0,74799.88,18980.07,1655.1476,16953.9,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,281,9825.57,16096217.21,298.9231,1.0,0.9967,0,0.0,76262.94,19278.99,1638.1966,16981.17,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,282,9929.23,16093774.54,303.6328,1.0,0.9967,0,0.0,77773.03,19582.62,1620.8489,17008.44,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,283,10038.35,16088221.13,308.4168,1.0,0.9968,0,0.0,79331.7,19891.04,1602.6755,17035.71,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,284,10139.75,16079431.95,313.2762,1.0,0.9968,0,0.0,80941.45,20204.32,1585.7818,17062.98,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,285,10232.51,16067289.87,318.2122,1.0,0.9969,0,0.0,82600.56,20522.53,1570.2201,17090.25,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,286,10221.19,16051683.96,323.226,1.0,0.9969,0,0.0,84306.98,20845.75,1570.4322,17117.52,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,287,10319.07,16032686.68,328.3188,1.0,0.997,0,0.0,86026.81,21174.07,1553.695,17144.8,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,288,10429.28,16010005.04,333.4919,1.0,0.997,0,0.0,87797.41,21507.56,1535.1011,17172.07,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,289,10323.04,15983478.55,338.7466,1.0,0.9971,0,0.0,89623.84,21846.31,1548.3301,17199.35,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,290,10292.4,15953593.28,344.084,1.0,0.9971,0,0.0,91431.48,22190.4,1550.0368,17226.63,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,291,10262.39,15920114.6,349.5056,1.0,0.9971,0,0.0,93247.23,22539.9,1551.307,17253.91,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,292,10372.14,15882997.4,355.0126,1.0,0.9972,0,0.0,95071.67,22894.91,1531.3133,17281.19,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,293,10486.19,15841640.71,360.6064,1.0,0.9972,0,0.0,96956.2,23255.52,1510.714,17308.47,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,294,10369.68,15795876.23,366.2884,1.0,0.9973,0,0.0,98903.32,23621.81,1523.2747,17335.76,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,295,10473.9,15746642.58,372.0599,1.0,0.9973,0,0.0,100827.25,23993.87,1503.4179,17363.04,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,296,10570.86,15692826.2,377.9224,1.0,0.9974,0,0.0,102812.36,24371.79,1484.5357,17390.33,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,297,10669.66,15634313.68,383.8773,1.0,0.9974,0,0.0,104856.79,24755.67,1465.3051,17417.62,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,298,10438.24,15570943.24,389.926,1.0,0.9974,0,0.0,106962.19,25145.59,1491.7211,17444.91,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,299,10271.57,15504656.29,396.0701,1.0,0.9975,0,0.0,108997.47,25541.66,1509.473,17472.2,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,300,10377.43,15435131.87,402.311,1.0,0.9975,0,0.0,110988.5,25943.97,1487.3749,17499.49,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,301,10020.08,15360475.39,408.6502,1.0,0.9976,0,0.0,113047.46,26352.62,1532.9697,17526.78,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,302,10117.68,15284052.38,415.0894,1.0,0.9976,0,0.0,114981.41,26767.71,1510.628,17554.08,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,303,9742.74,15202429.54,421.63,1.0,0.9976,0,0.0,116982.7,27189.34,1560.3859,17581.37,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,304,9600.31,15119467.06,428.2738,1.0,0.9977,0,0.0,118848.31,27617.62,1574.8943,17608.67,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,305,9695.71,15033342.58,435.0222,1.0,0.9977,0,0.0,120678.9,28052.64,1550.5149,17635.96,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,306,9787.13,14941867.78,441.877,1.0,0.9977,0,0.0,122580.13,28494.52,1526.6857,17663.26,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,307,9881.43,14844915.62,448.8399,1.0,0.9978,0,0.0,124551.11,28943.36,1502.3041,17690.56,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,308,9987.55,14742289.88,455.9124,1.0,0.9978,0,0.0,126594.08,29399.27,1476.0668,17717.86,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,309,9750.66,14633689.58,463.0964,1.0,0.9978,0,0.0,128715.52,29862.37,1500.7901,17745.16,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,310,9369.74,14522826.74,470.3937,1.0,0.9979,0,0.0,130754.21,30332.76,1549.9711,17772.46,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,311,9459.75,14411565.91,477.806,1.0,0.9979,0,0.0,132640.29,30810.57,1523.4613,17799.77,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,312,9205.25,14294380.3,485.335,1.0,0.9979,0,0.0,134602.01,31295.9,1552.8502,17827.07,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,313,9291.06,14175541.43,492.9828,1.0,0.998,0,0.0,136469.65,31788.88,1525.7186,17854.38,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,314,9388.97,14050661.42,500.751,1.0,0.998,0,0.0,138413.5,32289.63,1496.5065,17881.68,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,315,9317.0,13919395.08,508.6417,1.0,0.998,0,0.0,140440.66,32798.28,1493.9785,17908.99,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,316,9406.88,13784018.12,516.6567,1.0,0.9981,0,0.0,142464.03,33314.93,1465.3124,17936.3,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,317,9114.27,13642081.16,524.7981,1.0,0.9981,0,0.0,144568.95,33839.73,1496.7824,17963.61,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,318,9214.52,13499382.36,533.0677,1.0,0.9981,0,0.0,146551.87,34372.8,1465.0115,17990.91,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,319,9313.32,13349791.45,541.4677,1.0,0.9982,0,0.0,148624.94,34914.27,1433.4078,18018.23,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,320,9079.38,13193125.98,550.0001,1.0,0.9982,0,0.0,150788.44,35464.27,1453.0871,18045.54,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,321,9171.32,13034972.56,558.6669,1.0,0.9982,0,0.0,152857.12,36022.93,1421.2758,18072.85,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,322,8892.09,12869646.92,567.4704,1.0,0.9982,0,0.0,155015.4,36590.4,1447.314,18100.16,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,323,8835.65,12703862.56,576.4125,1.0,0.9983,0,0.0,157050.01,37166.82,1437.796,18127.47,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,324,9036.81,12533581.21,585.4956,1.0,0.9983,0,0.0,159090.35,37752.31,1386.9482,18154.79,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,325,9261.61,12353652.09,594.7218,1.0,0.9983,0,0.0,161289.92,38347.03,1333.8558,18182.1,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,326,9362.67,12163232.88,604.0935,1.0,0.9983,0,0.0,163664.82,38951.13,1299.1202,18209.42,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,327,9346.53,11964554.09,613.6128,1.0,0.9984,0,0.0,166141.08,39564.74,1280.1066,18236.74,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,328,9440.06,11759943.15,623.2821,1.0,0.9984,0,0.0,168646.87,40188.02,1245.7491,18264.05,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,329,9539.85,11546841.09,633.1039,1.0,0.9984,0,0.0,171252.15,40821.13,1210.3801,18291.37,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,330,9644.48,11324865.56,643.0804,1.0,0.9984,0,0.0,173962.22,41464.21,1174.2332,18318.69,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,331,9739.96,11093650.12,653.2141,1.0,0.9985,0,0.0,176781.6,42117.42,1138.9835,18346.01,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,332,9840.37,10853158.12,663.5075,1.0,0.9985,0,0.0,179705.64,42780.93,1102.9221,18373.33,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,333,9943.77,10603009.42,673.9632,1.0,0.9985,0,0.0,182739.09,43454.89,1066.2964,18400.65,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,334,10048.28,10342858.22,684.5836,1.0,0.9985,0,0.0,185885.48,44139.47,1029.3164,18427.97,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,335,9896.6,10072397.41,695.3714,1.0,0.9986,0,0.0,189147.14,44834.85,1017.7633,18455.3,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,336,10000.3,9798433.81,706.3292,1.0,0.9986,0,0.0,192344.98,45541.18,979.8135,18482.62,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,337,10100.6,9513807.06,717.4597,1.0,0.9986,0,0.0,195661.59,46258.64,941.905,18509.94,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,338,10196.35,9218324.39,728.7656,1.0,0.9986,0,0.0,199096.14,46987.4,904.081,18537.27,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,339,10001.11,8911829.45,740.2497,1.0,0.9986,0,0.0,202646.93,47727.65,891.0838,18564.59,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,340,9759.71,8603015.43,751.9147,1.0,0.9987,0,0.0,206097.32,48479.57,881.4823,18591.92,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,341,9850.03,8293532.77,763.7636,1.0,0.9987,0,0.0,209411.45,49243.33,841.9806,18619.24,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,342,9955.15,7972852.73,775.7993,1.0,0.9987,0,0.0,212844.81,50019.13,800.8769,18646.57,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,343,9900.8,7640188.35,788.0245,1.0,0.9987,0,0.0,216410.67,50807.15,771.6736,18673.9,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,344,9533.84,7300684.24,800.4425,1.0,0.9987,0,0.0,219983.54,51607.6,765.7655,18701.22,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,345,9621.91,6965290.68,813.0561,1.0,0.9988,0,0.0,223310.49,52420.65,723.8987,18728.55,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,346,9375.19,6618106.33,825.8686,1.0,0.9988,0,0.0,226763.66,53246.52,705.9169,18755.88,1
S026,锚点共生文明,大陆文明,1000,普通位面,0.7,0.3,347,9614.74,6271215.14,838.8829,1.0,0.9988,0,0.0,230064.81,54085.4,652.2502,18783.21,1
